N°,Región,Fecha del mensaje,Hora,Mensaje,Poligono de difusión,Tipo de Mensaje,Evento,Fecha_dt,FechaHora_del_mensaje,Amenaza,Variable_amenaza,Fecha_real,Hora_real
2343,Biobío,46235.0,0.753472222222222,"SENAPRED: EVACUE sectores Pichilo, La Faja y El Yepo por desborde del Rio Pichilo, Arauco",Comuna de Arauco,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 18:05:00,Meteorológica,Inundación,01/08/2026,18:05
2344,Biobío,46235.0,0.75625,"SENAPRED: EVACUE sector Los Guzmanez por desborde del Rio Lia, comuna de Arauco",Comuna de Arauco,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 18:09:00,Meteorológica,Inundación,01/08/2026,18:09
2345,Biobío,46235.0,0.760416666666667,"SENAPRED: EVITE ribera de Rio Curanilahue, Rana y Estero Plegarias por crecida, Curanilahu",Comuna de Curanilahue,Preventivo,Inundación,2026-08-01,2026-08-01 18:15:00,Meteorológica,Inundación,01/08/2026,18:15
2339,Los Lagos,46235.0,0.776388888888889,"SENAPRED: EVITE ribera del Rio Damas por crecida, comuna de Osorno",Comuna de Osorno,Preventivo,Inundación,2026-08-01,2026-08-01 18:38:00,Meteorológica,Inundación,01/08/2026,18:38
2346,Biobío,46235.0,0.803472222222222,"SENAPRED: EVACUE Psje. La Escalera del sector Vista Hermosa por aluvion, comuna de Penco",Comuna de Penco,Amenaza Inminente,Remoción en masa,2026-08-01,2026-08-01 19:17:00,Meteorológica,Remoción en masa,01/08/2026,19:17
2347,Biobío,46235.0,0.829861111111111,"SENAPRED: EVITE ribera de Rio Curanilahue, Rana y Estero Plegarias por crecida, Curanilahue",Comuna de Curanilahue,Preventivo,Inundación,2026-08-01,2026-08-01 19:55:00,Meteorológica,Inundación,01/08/2026,19:55
2348,Biobío,46235.0,0.843055555555556,"SENAPRED: EVITE ribera del rio Vergara por crecida, comuna de Nacimiento",Comuna de Nacimiento,Preventivo,Inundación,2026-08-01,2026-08-01 20:14:00,Meteorológica,Inundación,01/08/2026,20:14
2349,Araucanía,46235.0,0.852083333333333,"SENAPRED: EVACUE sector Boyeco, Tranaman y La Isla por desborde del Rio Puren, comuna Puren",Comuna de Purén,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 20:27:00,Meteorológica,Inundación,01/08/2026,20:27
2350,Araucanía,46235.0,0.854166666666667,"SENAPRED: EVACUE sector Huitranlebu y El Valle por desborde del Rio Puren, comuna Puren",Comuna de Purén,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 20:30:00,Meteorológica,Inundación,01/08/2026,20:30
2351,Araucanía,46235.0,0.855555555555556,"SENAPRED: EVACUE sector Remehueico e Ipinco Bajo por desborde del Rio Puren, comuna Puren",Comuna de Purén,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 20:32:00,Meteorológica,Inundación,01/08/2026,20:32
2352,Biobío,46235.0,0.859027777777778,"SENAPRED: EVITE ribera de los rios Quilleco, Duqueco y Canileo por crecida, comuna Quilleco",Comuna de Quilleco,Preventivo,Inundación,2026-08-01,2026-08-01 20:37:00,Meteorológica,Inundación,01/08/2026,20:37
2353,Biobío,46235.0,0.863888888888889,"SENAPRED: EVITE ribera del Estero Coreo y Varden del Laja por crecida, comuna Quilleco",Comuna de Quilleco,Preventivo,Inundación,2026-08-01,2026-08-01 20:44:00,Meteorológica,Inundación,01/08/2026,20:44
2354,Biobío,46235.0,0.866666666666667,"SENAPRED: EVITE ribera de rios Biobio, Duqueco y Quillaileo por crecida, comuna Sta Barbara",Comuna de Santa Bárbara,Preventivo,Inundación,2026-08-01,2026-08-01 20:48:00,Meteorológica,Inundación,01/08/2026,20:48
2355,Biobío,46235.0,0.924305555555556,"SENAPRED: EVACUE sector Cuatro Tubo por desborde Estero El Carmen, comuna Canete",Comuna de Cañete,Amenaza Inminente,Inundación,2026-08-01,2026-08-01 22:11:00,Meteorológica,Inundación,01/08/2026,22:11
2356,Biobío,46235.0,0.953472222222222,"SENAPRED: EVACUE sector Andres Bello por aluvion, comuna de Penco",Comuna de Penco,Amenaza Inminente,Remoción en masa,2026-08-01,2026-08-01 22:53:00,Meteorológica,Remoción en masa,01/08/2026,22:53
2357,Araucanía,46236.0,0.0861111111111111,"SENAPRED: EVACUE sector Villa La Arboleda y Santa Teresita por desborde Rio Rehue, Angol",Comuna de Angol,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 02:04:00,Meteorológica,Inundación,02/08/2026,02:04
2358,Biobío,46236.0,0.399305555555556,"SENAPRED: EVACUE  sector ribera rio Culenco por desborde de rio, Comuna de Nacimiento",Comuna de Nacimiento,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 09:35:00,Meteorológica,Inundación,02/08/2026,09:35
2359,Biobío,46236.0,0.401388888888889,"SENAPRED: EVACUE  sector ribera rio Nicodahue por desborde de rio, Comuna de Nacimiento",Comuna de Nacimiento,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 09:38:00,Meteorológica,Inundación,02/08/2026,09:38
2360,Biobío,46236.0,0.404166666666667,"SENAPRED: EVACUE  sector San Francisco Millapoa por desborde rio Taboleo, Comuna Nacimiento",Comuna de Nacimiento,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 09:42:00,Meteorológica,Inundación,02/08/2026,09:42
2361,Biobío,46236.0,0.40625,"SENAPRED: EVACUE  sector Las Golondrinas por desborde de rio Taboleo, Comuna de nacimiento",Comuna de Nacimiento,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 09:45:00,Meteorológica,Inundación,02/08/2026,09:45
2362,Biobío,46236.0,0.465277777777778,"SENAPRED: EVACUE  sector Santa Rita por desborde de rio Andalien, Comuna de Concepcion",Comuna de Concepción,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 11:10:00,Meteorológica,Inundación,02/08/2026,11:10
2363,Biobío,46236.0,0.603472222222222,SENAPRED: EVACUE  sectores Santa Rita y Puente 1 por desborde rio Andalien Comuna Concepcion,Comuna de Concepción,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 14:29:00,Meteorológica,Inundación,02/08/2026,14:29
2364,Biobío,46236.0,0.605555555555556,"SENAPRED: EVACUE  sector El Qeule por desborde de rio Andalien, Comuna de Concepcion",Comuna de Concepción,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 14:32:00,Meteorológica,Inundación,02/08/2026,14:32
2365,Araucanía,46236.0,0.654861111111111,"SENAPRED: EVACUE  sector Las Rocas 2 por desborde de rio Vergara, Comuna de Angol",Comuna de Angol,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 15:43:00,Meteorológica,Inundación,02/08/2026,15:43
2366,Araucanía,46236.0,0.723611111111111,"SENAPRED: EVACUE  sector Las Rocas 2 por desborde de rio Vergara, Comuna de Angol",Comuna de Angol,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 17:22:00,Meteorológica,Inundación,02/08/2026,17:22
2367,Araucanía,46236.0,0.900694444444444,"SENAPRED: EVITE ribera del rio Traiguen y humedales por crecida, comuna de Traiguen",Comuna de Traiguén,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 21:37:00,Meteorológica,Inundación,02/08/2026,21:37
2368,Araucanía,46236.0,0.909027777777778,"SENAPRED:EVACUE sector Las Obras por desborde de Rio Traiguen y humedales, comuna Traiguen",Comuna de Traiguén,Amenaza Inminente,Inundación,2026-08-02,2026-08-02 21:49:00,Meteorológica,Inundación,02/08/2026,21:49
2369,Araucanía,46237.0,0.495138888888889,"SENAPRED:EVACUE sectores Cancha Carrera y Pob. El Parque por desborde Rio Lumaco, Lumaco",Comuna de Lumaco,Amenaza Inminente,Inundación,2026-08-03,2026-08-03 11:53:00,Meteorológica,Inundación,03/08/2026,11:53
2370,Araucanía,46237.0,0.794444444444444,"SENAPRED:EVACUE sectores Villa Portales y Villa Damas por desborde Rio Damas, Com. Carahue",Comuna de Carahue,Amenaza Inminente,Inundación,2026-08-03,2026-08-03 19:04:00,Meteorológica,Inundación,03/08/2026,19:04
2371,Araucanía,46237.0,0.817361111111111,"SENAPRED:EVACUE sector Poblacion Las encinas por deslizamiento, Comuna de Lumaco",Comuna de Lumaco,Amenaza Inminente,Remoción en masa,2026-08-03,2026-08-03 19:37:00,Meteorológica,Remoción en masa,03/08/2026,19:37
2372,Araucanía,46237.0,0.824305555555556,"SENAPRED:EVACUE sector Poblacion La Ilusion por deslizamiento, Comuna de Lumaco",Comuna de Lumaco,Amenaza Inminente,Remoción en masa,2026-08-03,2026-08-03 19:47:00,Meteorológica,Remoción en masa,03/08/2026,19:47
2373,Araucanía,46237.0,0.831944444444444,"SENAPRED:EVITE riberas de los rios Imperial, Cholchol y Cautin por crecida, Nueva imperial",Comuna de Nueva Imperial,Amenaza Inminente,Inundación,2026-08-03,2026-08-03 19:58:00,Meteorológica,Inundación,03/08/2026,19:58
2374,Araucanía,46239.0,0.722916666666667,"SENAPRED:EVACUE sectores Arboleda y Santa Teresita por desborde de rio Rehue, comuna Angol",Comuna de Angol,Amenaza Inminente,Inundación,2026-08-05,2026-08-05 17:21:00,Meteorológica,Inundación,05/08/2026,17:21
2375,Araucanía,46239.0,0.742361111111111,"SENAPRED:EVITE sector Rehue por crecida del rio Rehue, comuna de Los Sauces.",Comuna de Los Sauces,Preventivo,Inundación,2026-08-05,2026-08-05 17:49:00,Meteorológica,Inundación,05/08/2026,17:49
2376,Biobío,46239.0,0.772916666666667,"SENAPRED:EVACUE sectores Pichilo y La Faja por desborde del rio Pichilo, comuna de Arauco.",Comuna de Arauco,Amenaza Inminente,Inundación,2026-08-05,2026-08-05 18:33:00,Meteorológica,Inundación,05/08/2026,18:33
2377,Araucanía,46239.0,0.810416666666667,"SENAPRED:EVITE ribera del rio Puren por crecida, comuna de Puren.",Comuna de Purén,Preventivo,Inundación,2026-08-05,2026-08-05 19:27:00,Meteorológica,Inundación,05/08/2026,19:27
2378,Biobío,46239.0,0.880555555555556,"SENAPRED: EVITE ribera de rio Biobio por alerta de crecida, comuna de Santa barbara.",Comuna de Santa Bárbara,Preventivo,Inundación,2026-08-05,2026-08-05 21:08:00,Meteorológica,Inundación,05/08/2026,21:08
2379,Biobío,46239.0,0.916666666666667,"SENAPRED: EVITE ribera del rio Biobio por alerta de crecida, comuna de Nacimiento.",Comuna de Nacimiento,Preventivo,Inundación,2026-08-05,2026-08-05 22:00:00,Meteorológica,Inundación,05/08/2026,22:00
2380,Biobío,46239.0,0.920833333333333,"SENAPRED: EVITE riberas de rios Culenco y Vergara por alerta de crecida, comuna Nacimiento",Comuna de Nacimiento,Preventivo,Inundación,2026-08-05,2026-08-05 22:06:00,Meteorológica,Inundación,05/08/2026,22:06
2381,Biobío,46239.0,0.923611111111111,"SENAPRED:EVITE ribera del rio Nicodahue - Taboleo por alerta de crecida, comuna Nacimiento",Comuna de Nacimiento,Preventivo,Inundación,2026-08-05,2026-08-05 22:10:00,Meteorológica,Inundación,05/08/2026,22:10
2382,Biobío,46239.0,0.957638888888889,"SENAPRED: EVITE ribera del Estero Caillin por alerta de crecida, comuna de Canete",Comuna de Cañete,Preventivo,Inundación,2026-08-05,2026-08-05 22:59:00,Meteorológica,Inundación,05/08/2026,22:59
2384,Atacama,46245.0,0.688888888888889,"SENAPRED: EVITE quebradas y pendientes fuertes por peligro de aluvion, Alto del Carmen",Comuna de Alto del Carmen,Preventivo,Remoción en masa,2026-08-11,2026-08-11 16:32:00,Meteorológica,Remoción en masa,11/08/2026,16:32
2385,Atacama,46246.0,0.390972222222222,"SENAPRED: EVITE ribera del Rio Pulido por alerta de crecida, comuna de Tierra Amarilla.",Comuna de Tierra Amarilla,Preventivo,Inundación,2026-08-12,2026-08-12 09:23:00,Meteorológica,Inundación,12/08/2026,09:23
2386,Atacama,46246.0,0.425,"SENAPRED: EVITE  quebradas y pendientes fuertes por peligro de aluvion, Diego de Almagro.",Comuna de Diego de Almagro,Preventivo,Remoción en masa,2026-08-12,2026-08-12 10:12:00,Meteorológica,Remoción en masa,12/08/2026,10:12
2387,Atacama,46246.0,0.426388888888889,"SENAPRED: EVITE  quebradas y pendientes fuertes por peligro de aluvion, comuna de Chanaral",Comuna de Chañaral,Preventivo,Remoción en masa,2026-08-12,2026-08-12 10:14:00,Meteorológica,Remoción en masa,12/08/2026,10:14
